Document Title;Authors;Author Affiliations;Publication Title;Date Added To Xplore;Publication Year;Volume;Issue;Start Page;End Page;Abstract;ISSN;ISBNs;DOI;Funding Information;PDF Link;Author Keywords;IEEE Terms;Mesh_Terms;Article Citation Count;Patent Citation Count;Reference Count;License;Online Date;Issue Date;Meeting Date;Publisher;Document Identifier
Enhancing Authenticity Verification with Transfer Learning and Ensemble Techniques in Facial Feature-Based Deepfake Detection;"N. Qazi; I. Ahmed";"Computer and Digitial Technolgies, University of East London, London, UK; Research and Development, Tietoevry Finland Oy, Finland";2024 14th International Conference on Pattern Recognition Systems (ICPRS);23 Sep 2024;2024;;;1;6;Deepfake technology, facilitated by deep learning algorithms, has emerged as a significant concern due to its potential to deceive humans with fabricated content indistinguishable from reality. The proliferation of deepfake videos presents a formidable challenge, propagating misinformation across various sectors such as social media, politics, and healthcare. Detecting and mitigating these threats is imperative for fortifying defenses and safeguarding information integrity.This paper tackles the complexities associated with deepfake detection, emphasizing the necessity for innovative approaches given the constraints of available data and the evolving nature of forgery techniques. Our proposed solution focuses on leveraging facial features and transfer learning to discern fake videos from genuine ones, aiming to identify subtle manipulations in visual content. We systematically break down videos into frames, employ the Haar cascade algorithm for facial recognition, and utilize transfer learning to extract discriminative features. We evaluate multiple pre-trained models, including VGG16, ConvNeXtTiny, EfficientNetB0, EfficientNetB7, DenseNet201, ResNet152V2, Xception, NASNetMobile, and MobileNetV2, for feature extraction. Subsequently, we feed these features into a Deep Artificial Neural Network (DANN) for deepfake detection and employ ensemble learning to combine the strengths of the best-performing models for enhanced accuracy.We found that the ensemble model comprising ConvNextTiny, EfficientNetB0, and EfficientNetB7 showed enhanced accuracy in detecting deep fakes compared to alternative models achieving up to 98% accuracy through ensemble learning.;;979-8-3503-7565-7;10.1109/ICPRS62101.2024.10677831;"Technische Universiteit Eindhoven; European Commission; ";https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10677831;"Deepfake detection;video classification;Transfer learning;EfficentNetB0;DenseNet;Ensemble learning";"Deepfakes;Visualization;Accuracy;Social networking (online);Transfer learning;Medical services;Feature extraction";;2;;20;IEEE;23 Sep 2024;15-18 July 2024;15-18 July 2024;IEEE;IEEE Conferences
Towards Analysis Detection of Deepfake Video via Deep Learning Models: A Review;"S. Altamimi; W. Salameh";"Department of Cybersecurity, King Hussein School of Computing Sciences, Princess Sumaya University for Technology, Amman, Jordan; Department of Cybersecurity, King Hussein School of Computing Sciences, Princess Sumaya University for Technology, Amman, Jordan";2024 International Jordanian Cybersecurity Conference (IJCC);21 Jan 2025;2024;;;87;92;The core of deepfake technology is the technique of altering the reality of the images and videos, where Deep Learning (DL) models can confirm the authenticity of digital media. Videos produced by these sophisticated advancements can seem to be created from actual photos, which might have consequences for security, entertainment, and politics. Experts are investigating deepfakes using DL techniques in response to this growing issue. Starting with hybrid designs, Recurrent Neural Networks (RNNs), and Convolutional Neural Networks (CNNs), To deal with deepfake. Where deepfake detection techniques are categorized according to their working mechanisms. Success in deepfake detection depends on the resolution of three main problems: model stability, dataset collection and modification, and generalization of new changes. The main contribution of this study is the comprehensive analysis and comparison of various DL algorithms for deepfake video detection, emphasizing the effectiveness of advanced models. Also, the study highlights the importance of ongoing research and innovation in developing robust detection systems to address the evolving challenges posed by deepfake technology. Additionally, the study identifies gaps in current methodologies, suggesting future directions for enhancing detection accuracy and generalizability across diverse datasets.;;979-8-3315-1846-2;10.1109/IJCC64742.2024.10847278;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10847278;"Deepfake;Deep Learning;Convolutional Neural Networks;Recurrent Neural Networks;Video Detection and Cybersecurity";"Deep learning;Deepfakes;Technological innovation;Analytical models;Accuracy;Biological system modeling;Face recognition;Ecosystems;Media;Computer security";;1;;25;IEEE;21 Jan 2025;17-18 Dec. 2024;17-18 Dec. 2024;IEEE;IEEE Conferences
A Comprehensive Comparative Analysis of Deepfake Detection Techniques in Visual, Audio, and Audio-Visual Domains;"A. A. Bekheet; A. Ghoneim; G. Khoriba";"Computer Science Department, Faculty of Computers and Artificial Intelligence, Helwan University, Cairo, Egypt; Computer Science Department, Faculty of Computers and Artificial Intelligence, Helwan University, Cairo, Egypt; Centre for Informatics Science (CIS), School of Information Technology and Computer Science (ITCS), Nile University, Giza, Egypt";2024 Intelligent Methods, Systems, and Applications (IMSA);5 Sep 2024;2024;;;122;129;In recent years, the rise of social media platforms has made them vital channels for sharing news, where audio and visual content play a crucial role in enhancing the credibility of news content. However, significant Artificial Intelligence (AI) progress has introduced new techniques and tools for manipulating multimedia content. These advancements have made it easier to create fabricated digital media, leading to a harmful impact on sharing misinformation, especially in fake news. Consequently, an urgent need arises to explore prevailing methodologies for detecting fake images, audio, and videos, accompanied by a comprehensive exposition of their strengths and limitations. Our survey addresses these methodologies and conducts a rigorous comparative analysis of diverse approaches using various metrics and datasets. We categorize these approaches into visual-based, audio-based, and audio-visual-based deepfake detection methods, encompassing techniques employed across domains. Additionally, we examine notable datasets utilized in detecting image, video, and audio deepfakes, offering insights into their attributes and appropriateness for evaluation purposes. Our findings highlight the effectiveness and limitations of current detection methods, providing a roadmap for future research in multimodal deepfake detection. This includes exploring emerging facets of video manipulation, such as text overlays and motion patterns, investigating advanced deep learning architectures like Transformers, and emphasizing the need for extensive, diverse, and publicly accessible datasets to enhance the robustness and validation of detection methods.;;979-8-3503-6263-3;10.1109/IMSA61967.2024.10652683;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10652683;"Audio-visual Deepfake Detection;Convolutional Neural Networks (CNNs);Recurrent Neural Networks (RNNs);Transformers;Mel Frequency Cepstral Coefficients (MFCC);Mel-spectrogram;Text-to-Speech Synthesis (TTS) Voice Conversion (VC)";"Surveys;Measurement;Deepfakes;Visualization;Social networking (online);Neural networks;Streaming media";;1;;68;IEEE;5 Sep 2024;13-14 July 2024;13-14 July 2024;IEEE;IEEE Conferences
Detection of Compressed DeepFake Video Drawbacks and Technical Developments;"A. -S. Humidan; L. N. Abdullah; A. A. Halin";"Faculty of Computer Science and Information Technology, Universiti Putra Malaysia, Serdang, Malaysia; Faculty of Computer Science and Information Technology, Universiti Putra Malaysia, Serdang, Malaysia; Faculty of Computer Science and Information Technology, Universiti Putra Malaysia, Serdang, Malaysia";2022 5th International Conference on Signal Processing and Information Security (ICSPIS);2 Jan 2023;2022;;;11;16;The rapid advancement in artificial intelligence (AI) has revolutionized the creation of synthesized multimedia and given rise to DeepFake, a highly realistic fake video or image depicting a person doing or saying something he/ she has never done or said in reality. Attackers use DeepFake to tarnish individuals’ reputations and disseminate fake news, which in turn undermines societies’ stability and security. In response to this cyber security threat, many DeepFake detection methods have been proposed, which show outstanding performance in detecting high-quality DeepFake videos. However, their performance decreases when detecting compressed fake videos. This article investigates the problem of compressed DeepFake video detection. Firstly, popular detection methodologies are reviewed focusing on their abilities to distinguish between real and fake compressed video footage. Then, we attempt to identify and discuss the weaknesses of the methods by examining factors that contribute to decreasing detection efficiency. At the end of this article, we present new generation DeepFake detector techniques that reportedly exhibit improved performance and robustness against video compression. We hope that the contribution from this work inspires innovation for more reliable solutions to combat potential security threats posed by DeepFake videos.;2831-3844;978-1-6654-9265-2;10.1109/ICSPIS57063.2022.10002433;"Organization for Women in Science for the Developing World; ";https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10002433;"Compressed DeepFake video;digital media forensics;social media disinformation;video manipulation detection";"Deepfakes;Technological innovation;Social networking (online);Information security;Video compression;Streaming media;Signal processing";;1;;50;IEEE;2 Jan 2023;7-8 Dec. 2022;7-8 Dec. 2022;IEEE;IEEE Conferences
Multimodal Cognitive Learning for Media Forgery Detection: A Comprehensive Framework Combining Random Forest and Deep Ensemble Architectures (Xception, ResNeXt) across Image, Video, and Audio Modalities;"A. Abirami; S. Bhuvaneswari; K. Krithika; I. Nithyasree; B. Prashithaa Abhirami";"Computer science and engineering Easwari engineering college, Chennai, India; Computer science and engineering Easwari engineering college, Chennai, India; Computer science and engineering Easwari engineering college, Chennai, India; Computer science and engineering Easwari engineering college, Chennai, India; Computer science and engineering Easwari engineering college, Chennai, India";2023 3rd International Conference on Innovative Mechanisms for Industry Applications (ICIMIA);18 Apr 2024;2023;;;1083;1091;Deepfake content has become more prevalent in the age of quickly evolving technology, which has significantly undermined the reliability and integrity of digital media. An integrated multimodal deepfake detection system is presented in this study as a response to the ubiquitous threat posed by altered photos, videos, and audio recordings. The image deepfake detection module examines visual data for telltale signs of manipulation using Convolutional Neural Networks (CNNs), Xception, and ResNeXT. This module successfully distinguishes between real and fake photos by carefully examining pixel-level attributes and contextual data. With the use of spatiotemporal CNNs (Xception & ResNeXT), it parses video frames to find minute discrepancies, making it possible to accurately identify deepfake films. This multi-modal system is finished with the addition of deepfake audio detection. This module excels in differentiating between authentic and faked audio recordings using Mel spectrograms and Convolutional Neural Networks, adding to a thorough protection against audio deepfakes. Additionally, a unifying framework has been provided that effectively unifies these three detection modules, boosting the system’s effectiveness and performance as a whole. The solution has been thoroughly assessed using measures like accuracy, F1 score, ROC curve, and AUC, and the model structures for in-depth comprehension. This multi-modal deepfake detection technology acts as a crucial precaution in a time when false information is widely disseminated, enabling consumers to distinguish fact from fiction across numerous media types. This study highlights the importance of integrated solution in maintaining the legitimacy of digital content in today’s information-driven world while also showcasing its technological capability.;;979-8-3503-4363-2;10.1109/ICIMIA60377.2023.10426415;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10426415;"Deepfake detection;Multi-modal system;Image manipulation;Video forgery;Audio spoofing;Convolutional Neural Networks (CNNs);Xception;ResNeXT;Spatiotemporal analysis;Mel spectrograms;F1 score;ROC curve;AUC";"Deepfakes;Visualization;Audio recording;Spatiotemporal phenomena;Convolutional neural networks;Security;Spectrogram";;1;;20;IEEE;18 Apr 2024;21-23 Dec. 2023;21-23 Dec. 2023;IEEE;IEEE Conferences
BSM-DND: Bias and Sensitivity-Aware Multilingual Deepfake News Detection Using Bloom Filters and Recurrent Feature Elimination;"M. Al-Naeem; M. M. Hafizur Rahman; A. Banerjee; A. Sufian";"Department of Computer Networks and Communications, CCSIT, King Faisal University, Al Ahsa, Saudi Arabia; Department of Computer Networks and Communications, CCSIT, King Faisal University, Al Ahsa, Saudi Arabia; Department of Computer Applications, Kalyani Government Engineering College, Kalyani, India; Institute of Applied Sciences and Intelligent Systems (ISASI), National Research Council (CNR), Lecce, Italy";IEEE Access;23 Sep 2025;2025;13;;163218;163234;The rapid spread of deepfake news across digital media platforms poses a growing threat to societal trust, public safety, and global security. With the increasing realism of AI-generated content, distinguishing between authentic and fabricated information has become increasingly challenging, especially in low-resource and multilingual content. In this work, we propose a novel bias and sensitivity-aware multilingual deepfake news detection framework, BSM-DND, which classifies news articles into three categories: Authentic (A), Fake but Not Dangerous (FND), and Fake and Dangerous (FD). Our approach incorporates language-specific preprocessing to extract features related to sensitive keywords, sentiment polarity, and structural complexity. To enhance efficiency in large-scale detection, the Bloom filter technique has been applied for rapid parallel keyword matching. By leveraging Support Vector Machines (SVMs), Random Forest (RF), and recursive feature elimination, we have optimized classification performance across multiple languages. Experimental results on English, Italian, and Bengali datasets demonstrate that our method has achieved high detection accuracy, with the most significant improvements observed for English language content, while also yielding substantial gains in the other two languages. In addition, the BSM-DND framework is scalable in low-resource environments, adaptable to multilingual scenarios with minimal overhead, and effective in quantifying the potential societal impact of deepfake news.;2169-3536;;10.1109/ACCESS.2025.3609831;"Deanship of Scientific Research, Vice Presidency for Graduate Studies and Scientific Research, King Faisal University, Saudi Arabia(grant numbers:KFU253123);";https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11169321;"Bias;bloom filter;deepfake news detection;machine learning;random forest (RF);recursive feature elimination (RFE);sensitivity;support vector machine (SVM)";"Deepfakes;Multilingual;Accuracy;Filters;Computational modeling;Social networking (online);Feature extraction;Electronic mail;Support vector machines;Radio frequency";;1;;69;CCBY;17 Sep 2025;2025;;IEEE;IEEE Journals
Identification of Deepfakes using Strategic Models and Architectures;"S. R. Nallapati; D. Dommeti; S. Medhalavalasa; K. K. Bonku; P. V. V. S. Srinivas; D. Bhattacharyya";"Department of CSE, Koneru Lakshmaiah Education Foundation, Vaddeswaram, AP, India; Department of CSE, Koneru Lakshmaiah Education Foundation, Vaddeswaram, AP, India; Department of CSE, Koneru Lakshmaiah Education Foundation, Vaddeswaram, AP, India; Department of CSE, Koneru Lakshmaiah Education Foundation, Vaddeswaram, AP, India; Department of CSE, Koneru Lakshmaiah Education Foundation, Vaddeswaram, AP, India; Department of CSE, Koneru Lakshmaiah Education Foundation, Vaddeswaram, AP, India";2023 International Conference on Sustainable Computing and Data Communication Systems (ICSCDS);25 Apr 2023;2023;;;75;82;Deepfake technology has been rapidly evolving and expanding in recent years. It has become increasingly easy to manipulate multimedia content, making it harder to detect what is real and what is manipulated. The research aims to explore how neural networks can be used to detect deepfake in multimedia, helping to protect users from potentially malicious and deceptive content. The aim is to explore what neural networks are, how they can be used to detect deepfakes and the potential implications of this technology. The research also aims to evaluate the advantages and disadvantages of using neural networks for deepfake detection. As the world of deepfake technology continues to evolve, this research will provide an overview of the latest developments in deepfake detection and their potential impact. The goal of this research is to use neural networks to detect deepfakes and to identify suspicious content to alert users. This could help protect users from being exposed to malicious content and help content producers ensure the integrity of their work. As deepfake technology continues to evolve, neural networks may become an essential tool for quickly and accurately detecting deepfakes in multimedia. The research explores topics like, CNN, 3D CNN, GATED RECURRENT UNIT and Architectures like Xception, VGG16, InceptionV3 and ResNet50V2. The outcomes are graphically represented and analyzed. the comparative stratification of the approach is done to analyze and detect deepfakes.;;978-1-6654-9199-0;10.1109/ICSCDS56580.2023.10104880;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10104880;"Deepfake Detection;Deep Learning;Convolutional Neural Network;Gated Recurrent Unit;Image Noise Patterns";"Deepfakes;Visualization;Three-dimensional displays;Neural networks;Computer architecture;Media;Logic gates";;1;;18;IEEE;25 Apr 2023;23-25 March 2023;23-25 March 2023;IEEE;IEEE Conferences
Hierarchical ST-CEN with Dynamic Attention Mechanisms for Enhanced Deepfake Image Detection;"P. GS; A. T";"Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Amritapuri, India; Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Amritapuri, India";2023 International Conference on Intelligent Computing, Communication & Convergence (ICI3C);28 Oct 2024;2023;;;377;383;The increasing complexity of deepfake technologies necessitates the development of detection methods to counter their harmful propagation. This research introduces a ground-breaking approach, to detecting deepfake images by utilizing Hierarchical Spatial Temporal Contextual Embedding Networks (HST CEN) in combination with Dynamic Attention Mechanisms (DAM).By addressing the challenges in understanding temporal context within deepfake images HST CEN incorporates multi level contextual embeddings that capture subtle spatial and temporal cues. At the time DAM employs evolving attention mechanisms that hierarchically identify important features at multiple levels enabling robust detection of manipulated imagery.The methodology includes an evaluation on the ForgeryNet dataset showcasing the superiority of the model in discerning deepfake images compared to architectures. The results demonstrate performance leading to improved accuracy, specificity and generalization across various forgery techniques and different identity contexts. The qualitative analysis reveals attention value distributions providing insights into how the model identifies manipulated features for nuanced analysis, by end users. The impacts of this detection method have implications, in scenarios providing a strong defense against the spread of sophisticated deepfake content. The suggested HST CEN with DAM not enhances the capabilities of identifying manipulated images but also highlights the importance of having a deep understanding of spatial temporal context and utilizing dynamic attention mechanisms to combat the widespread use of artificially created visuals, in todays digital world.;;979-8-3503-4392-2;10.1109/ICI3C60830.2023.00078;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10729784;"Deepfake Detection;FaceForensics++;DFDC Dataset;Ablation Study;Transfer Learning;Multiple Attention Mechanisms;Regional Independence Loss;Attention-Guided Data Augmentation;Compression Sensitivity;Cross-Dataset Evaluation";"Deepfakes;Visualization;Analytical models;Attention mechanisms;Dams;Feature extraction;Forgery;Complexity theory;Manipulator dynamics;Convergence";;;;22;IEEE;28 Oct 2024;16-17 Dec. 2023;16-17 Dec. 2023;IEEE;IEEE Conferences
Forensic Challenges in Face Manipulated Videos;"N. Sharma; K. Mallampalli; R. S. Iyengar";"pi-Labs; pi-Labs; pi-Labs";2025 International Conference on Multimedia Analysis and Pattern Recognition (MAPR);29 Aug 2025;2025;;;1;6;Rapid advancements in deepfake generation techniques have significantly enabled highly realistic video manipulations, including face swapping and lip synchronization, while simultaneously raising serious ethical and security concerns. The detection of such deepfake videos has emerged as a critical challenge in digital forensics. However, an equally important but less explored aspect is the identification of generative model. In this paper, findings related to the attribution of face-manipulated videos are presented, where distinguishing artifacts introduced by different deepfake generation methods are analyzed and exploited for forensic investigations. The attribution of a deepfake video to a specific source is crucial for investigations, misinformation mitigation, and forensic analysis. Identifying the source of deep-fakes plays a crucial role in countering their malicious use, and the results contribute to strengthening the reliability of digital forensics in an age increasingly shaped by AI-generated content.;2770-6850;979-8-3315-5466-8;10.1109/MAPR67746.2025.11134019;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11134019;"deepfake;video manipulation;face swap;source detection";"Deepfakes;Face recognition;Prevention and mitigation;Digital forensics;Measurement uncertainty;Fingerprint recognition;Streaming media;Synchronization;Security;Reliability";;;;53;IEEE;29 Aug 2025;14-15 Aug. 2025;14-15 Aug. 2025;IEEE;IEEE Conferences
Enhancing the Detection of Deepfake Audio Using Explainable AI Techniques for Secure and Trustworthy Applications;"B. Naresh; R. Ch; K. S. Reddy; S. Srinivas; A. N. Sheikh; K. Raghavendar";"Department of CSE-CS, CVR College of Engineering, Hyderabad, India; Department of CSE, Sreenidhi University, Hyderabad, India; CSE Department, TKR College of Engineering and Technology, Hyderabad, India; Department of CSE, CVR College of Engineering, Hyderabad, India; Department of AI&DS, Chaitanya Bharathi Institute of Technology, Hyderabad, India; Department of CSE, TKR Engineering College, Hyderabad, India";2025 International Conference on Applications of Machine Intelligence and Data Analytics (ICAMIDA);3 Nov 2025;2025;;;1;6;The increasing sophistication and popularity of generative artificial intelligence (AI) has introduced the phenomenon of deepfake audio which poses serious problems to digital legitimacy and security. Even as there are improvements in the development of synthetic voices, detector systems are found to have a low accuracy, with only 82.56 on standard datasets. This paper will fill this gap by adopting the explainable artificial intelligence (XAI) method, which is capable of detecting deepfake audio more significantly yet with higher interpretability of the non-expert users. This research helps in contributing to the field since it examines top audio attributes, including Mel-Frequency Cepstral Coefficients (MFCCs) and spectrograms, alongside incorporating XAI mechanisms, including layer-wise relevance propagation, integrated gradients, and Deep Taylor decomposition, to identify the processes of choice made by detection models. Lightweight and interpretable architecture, e.g. convolutional neural networks (CNNs) and long short-term memory networks (LSTMs), are applied to achieve a trade-off between performance and interpretability. The methodology is tested on two benchmark datasets: ASVspoof 2019 Logical Access and LJSpeech which correspond to real world and constrained environments. Findings indicate that the proposed models increase not only the recognition rate within the whole text system but also offer information about what distinguishes genuine and synthetic speech, thus it becomes understandable to a wider audience. By addressing the challenge of marrying technical prowess and practical applicability, this research aims at supplying a robust and effective framework of identifying and counteracting the malicious use of deepfake audio streams in malicious uses. Future research will also be able to look into multi-modal discoveries and varying datasets to enhance more of the reliability and scalability of detection schemas.;;979-8-3315-2276-6;10.1109/ICAMIDA64673.2025.11209741;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11209741;"Deepfake detection;explainable AI;audio forensics;convolutional neural networks;Mel-Frequency Cepstral Coefficients";"Deepfakes;Accuracy;Explainable AI;Generative AI;Cepstral analysis;Text recognition;Benchmark testing;Convolutional neural networks;Long short term memory;Standards";;;;28;IEEE;3 Nov 2025;21-22 Aug. 2025;21-22 Aug. 2025;IEEE;IEEE Conferences
Comparative Analysis Of Deep Learning for Robust Deepfake Detection;"R. Kapoor; V. Mehndiratta; J. Singh";"Christ University, Bangalore; Christ University, Bangalore; Christ University, Bangalore";2024 4th International Conference on Advancement in Electronics & Communication Engineering (AECE);13 Mar 2025;2024;;;1067;1072;With Deepfake technology rapidly growing and its use on the rise, there is an increased demand for effectiveness of its detection. This paper performs a comparative analysis of 4 deep learning algorithms – Meso-4, MesoInception-4, Resnet50, DenseNet-121. We will investigate each algorithm’s architecture, performance validation and versatility. The indepth overview will shed some light on accuracy, precision, recall, F1 score, etc. The dataset will encompass the real and fake community videos for a well-rounded assess on each algorithm’s effectiveness. The results of the research will help to with the potential practical applications of the reviewed algorithms, and mention possible changes and improvements. The results of the research have shown both strengths and weaknesses of each algorithm, giving clarity as to the potential use in practice, and changes that could be made in future. The overall aim of the dissolution is to guide the reader through the process of understanding the difference between the 4 algorithms – Meso-4, MesoInception-4, Resnet-50 and DenseNet-121.;;979-8-3503-6472-9;10.1109/AECE62803.2024.10911049;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10911049;"Deepfake detection;Deep learning;Meso-4;MesoInception-4;ResNet-50;DenseNet-121";"Deep learning;Deepfakes;Accuracy;Decision making;Media;Feature extraction;Security;Reliability;Residual neural networks;Overfitting";;;;15;IEEE;13 Mar 2025;22-23 Nov. 2024;22-23 Nov. 2024;IEEE;IEEE Conferences
Navigating Deepfakes with Data Science: A Multi-Modal Analysis and Blockchain-Based Detection Framework;"S. Patil; A. Bhat; N. Jain; V. Javalkar";"University of Texas at Dallas, Richardson, Texas, USA; EY(Ernst & Young), Dallas, Texas, USA; Oracle America Inc, Sterling, VA, USA; Independent Researcher, Frisco, Texas, USA";2025 International Conference on Pervasive Computational Technologies (ICPCT);1 Apr 2025;2025;;;772;777;Deepfake technology, fueled by advancements in artificial intelligence, presents a dual-use phenomenon with innovative applications in entertainment, education, and communication alongside significant ethical and societal risks, such as misinformation, identity theft, and privacy violations. This paper proposes a novel framework combining multi-modal analysis and blockchain verification to enhance deepfake detection. The multi-modal approach employs audio-visual analysis, temporal and spatial inconsistencies, and advanced feature extraction techniques to identify manipulations, while blockchain provides a tamper-proof mechanism for authenticating digital content at its source. By addressing research gaps such as cross-domain adaptability and limited training datasets, the framework offers a holistic solution to escalating challenges. Moreover, the paper emphasizes the importance of transparency, privacy preservation, and global collaboration to align technological innovation with ethical accountability. This work contributes to building a trustworthy digital ecosystem, enabling responsible applications of deepfake technology while mitigating its risks.;;979-8-3315-0868-5;10.1109/ICPCT64145.2025.10940229;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10940229;"Deepfake detection;multi-modal analysis;blockchain;audio-visual inconsistencies;temporal analysis;spatial analysis;feature extraction;content hashing;ethical AI;dataset augmentation;synthetic data generation";"Deepfakes;Ethics;Technological innovation;Privacy;Ecosystems;Entertainment industry;Collaboration;Feature extraction;Blockchains;Artificial intelligence";;;;26;IEEE;1 Apr 2025;8-9 Feb. 2025;8-9 Feb. 2025;IEEE;IEEE Conferences
Hybrid Deepfake Detection Using ResNet50 and Vision Transformer for Enhanced Feature Extraction;"A. Naitali; M. Ridouani; F. Salahdine; N. Kaabouch";"RITM Laboratory, CED Engineering Sciences, Hassan II University, Casablanca, Morocco; RITM Laboratory, CED Engineering Sciences, Hassan II University, Casablanca, Morocco; Department of Electrical and Computer Engineering, University of North Carolina, Charlotte, NC, USA; Artificial Intelligence Research (AIR) Center, University of North Dakota, Grand Forks, ND, USA";2025 11th International Conference on Optimization and Applications (ICOA);19 Nov 2025;2025;;;1;7;"Deepfakes create a digital content verification problem that is difficult to solve, with a pressing demand for trustworthy detection mechanisms. In this paper, we review a deepfake detection approach based on complementary characteristics of convolutions and transformers. In particular, we employ ResNet50, a convolutional neural network (CNN) that extracts rich spatial features and local textures from images, and the Vision Transformer (ViT) which learns long-range dependencies and global context by treating images as sequences of patches. Concatenated representations derived from the two models are fed into classification algorithms. In this work, we experiment with the OpenForensics dataset which contains both real and fake images. The results show that features from both ResNet50 and ViT provide significantly improved classification performance when the features are combined together to form a new feature vector; than when either model is used alone. Furthermore, we evaluate the performance of these features using a Random Forest classifier and dense layers, and show that the feature representations on their own extracted from both of the models can generalize and perform well using both classification methods.";2768-6388;979-8-3315-9957-7;10.1109/ICOA66896.2025.11236531;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11236531;"Deepfake Detection;ResNet50;Vision Transformer";"Deep learning;Deepfakes;Computer vision;Accuracy;Feature extraction;Transformers;Classification algorithms;Convolutional neural networks;Random forests;Residual neural networks";;;;12;IEEE;19 Nov 2025;16-17 Oct. 2025;16-17 Oct. 2025;IEEE;IEEE Conferences
The Growing Need for Deepfakes Detection in the Age of AI-Generated Media;"P. Badoni; M. S. Dildar; M. N. Ahmed; A. S. Zamani; M. R. Hussain; M. Wadhwa";"CSE, Chandigarh University, Mohali, India; Department of Business Informatics, King Khalid University, Abha, Saudi Arabia; CSE, King Khalid University, Abha, Saudi Arabia; Department of Computer & Self Development, Prince Sattam bin Abdulaziz University, AlKharj, Saudi Arabia; Department of Business Informatics, King Khalid University, Abha, Saudi Arabia; CSE, Chandigarh University, Mohali, India";2025 12th International Conference on Emerging Trends in Engineering & Technology - Signal and Information Processing (ICETET - SIP);16 Sep 2025;2025;;;1;6;Deepfakes detection is now a necessity because deep learning methods for producing highly realistic synthetic media are advancing at an alarming rate. These doctored photos, videos, and audio files can mislead their audience, disseminate disinformation, and represent a major security risk. Detection techniques utilize convolutional neural networks, recurrent neural networks, and transformer models to detect minor artifacts, inconsistencies, and unnatural patterns in multimedia content. Methods such as frequency analysis, facial landmark tracking, and adversarial training are used to improve detection accuracy. The ongoing development of generative models requires constant research to create resilient and flexible detection systems that can counter the threats from synthetic media manipulation.;2157-0485;979-8-3315-0099-3;10.1109/ICETETSIP64213.2025.11156944;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11156944;"Deepfakes detection;synthetic media;convolutional neural networks;misinformation;adversarial training;facial landmark tracking;generative models;multimedia forensics;digital security";"Training;Deepfakes;Recurrent neural networks;Biological system modeling;Medical services;Media;Benchmark testing;Security;Convolutional neural networks;Biomedical monitoring";;;;37;IEEE;16 Sep 2025;1-2 Aug. 2025;1-2 Aug. 2025;IEEE;IEEE Conferences
