"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Attention-Enhanced CNN for High-Performance Deepfake Detection: A Multi-Dataset Study","S. Dasgupta; K. Badal; S. Chittam; M. Tasnim Alam; K. Roy","Department of Computer Science, North Carolina A&T State University, Greensboro, NC, USA; Department of Computer Science, North Carolina A&T State University, Greensboro, NC, USA; Department of Computer Science, North Carolina A&T State University, Greensboro, NC, USA; Department of Computer Science, North Carolina A&T State University, Greensboro, NC, USA; Department of Computer Science, North Carolina A&T State University, Greensboro, NC, USA",IEEE Access,"16 Jun 2025","2025","13","","101980","101993","Deepfakes, which emerge from advanced deep learning techniques, present complex ethical and security challenges across media and communication landscapes. While offering creative potential in education and entertainment, synthetic media technologies simultaneously threaten societal trust through potential misinformation, opinion manipulation, privacy violations, and identity fraud. With the advancement of deep learning models, creating deepfake images has become easier and more convincing, resulting in the development of reliable deepfake detection models. This research works with a method that combines multi-head self-attention (MHSA) with a custom-designed convolutional neural network (CNN) to develop a robust deepfake detection model. We created a dataset called the Center for Cyber Defense DeepFake (CCDDF) dataset by generating fake images using publicly available Artificial Intelligence (AI) tools and trained our model on these data, achieving a detection accuracy of 97% and an AUC score of 99.58. Additionally, we evaluated our model on the 140K Real and Fake Faces dataset and the Celeb-DF v2 dataset, where it demonstrated exceptional performance with accuracies of 98% and 94% respectively, and corresponding AUC scores of 99.75 and 98.72. We utilized attention heatmap visualizations to analyze the model’s decision-making process to enhance qualitative interpretability. Our results demonstrate the effectiveness of combining multi-head self-attention with a convolutional neural network for deepfake detection, highlighting its strong performance across multiple datasets and its potential for real-world applications.","2169-3536","","10.1109/ACCESS.2025.3578343","National Science Foundation (NSF)(grant numbers:1900187); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11029187","Deepfake detection;convolutional neural networks (CNNs);multi-head self attention (MHSA);attention heatmap visualization;hybrid CNN-attention model","Deepfakes;Convolutional neural networks;Feature extraction;Accuracy;Computational modeling;Computer architecture;Training;Deep learning;Data models;Analytical models","","1","","58","CCBY","10 Jun 2025","2025","","IEEE","IEEE Journals"
"Deepfake Technologies in Financial Fraud: Generation, Detection, and Mitigation Strategies","A. Shetye; N. Jain; S. Borade; V. Kumar","Information Technology, Shah and Anchor Kutchhi Engineering College, Mumbai, India; Cyber Security, Shah and Anchor Kutchhi Engineering College, Mumbai, India; Cyber Security, Shah and Anchor Kutchhi Engineering College; Cyberpeace Foundation",2025 Global Conference in Emerging Technology (GINOTECH),"17 Jul 2025","2025","","","1","6","As audio and video deepfake technologies advance, their application in financial fraud has become a pressing concern for individuals, institutions, and regulators. This comprehensive survey explores the methods employed in the generation of deepfake content specifically for fraudulent purposes, as well as the detection techniques designed to combat such threats. We categorize deepfake generation methods, including voice synthesis, facial reenactment, and synthetic media creation, detailing the underlying algorithms and their potential exploitation in schemes like identity theft, phishing, and unauthorized transactions. In addition, we analyze various detection strategies that leverage machine learning, signal processing, and forensic analysis to identify deepfake content. The survey highlights the challenges faced in detecting increasingly sophisticated deepfakes, such as data scarcity, the evolving nature of fraud tactics, and the necessity for real-time detection capabilities. We also discuss regulatory and ethical implications, emphasizing the importance of developing robust frameworks for accountability and transparency. By presenting a holistic view of the current state of financial fraud related to deepfake technologies, this survey aims to inform stakeholders and stimulate further research in prevention and detection methodologies, ultimately contributing to a safer financial ecosystem.","","979-8-3315-0775-6","10.1109/GINOTECH63460.2025.11076798","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11076798","deepfake generation;deepfake detection;financial fraud","Surveys;Deepfakes;Regulators;Prevention and mitigation;Finance;Signal processing algorithms;Pressing;Signal processing;Real-time systems;Stakeholders","","1","","56","IEEE","17 Jul 2025","9-11 May 2025","9-11 May 2025","IEEE","IEEE Conferences"
"Enhancing Deepfake Detection Through Hybrid MobileNet-LSTM Model with Real-Time Image and Video Analysis","V. S. Anandhasivam; A. K. Anusri; M. Logeshwar; R. Gopinath","Computer Science and Engineering, K. S. Rangasamy College of Technology, Tiruchengode, India; Computer Science and Engineering, K. S. Rangasamy College of Technology, Tiruchengode, India; Computer Science and Engineering, K. S. Rangasamy College of Technology, Tiruchengode, India; Computer Science and Engineering, K. S. Rangasamy College of Technology, Tiruchengode, India",2024 4th International Conference on Ubiquitous Computing and Intelligent Information Systems (ICUIS),"13 Feb 2025","2024","","","1989","1995","The race to crush information integrity and public trust is being won by one thing: deepfakes, AI manipulated media. The goal is to enhance the Deepfake detection using MobileNet V3 and LSTM network. MobileNet's lightweight CNN architecture is able to induce the visual features in an image by an image and in a video and can pick up the slight visual clues of textures and facial structure. Some temporal inconsistencies that cannot be seen by image base methods are then analyzed using an LSTM network. The hybrid model is trained on real and deepfake media datasets, and is thus adaptable to emerging deepfake techniques. This has a user face interface to analyze the real time and fly media to get the analysis and analysis score and visual feedback of the identified artifacts. Unique to this system is its versatility for images and videos, and its real time capability, making it a suitable choice for practical use in social media, journalism, and law enforcement combating the spread of misinformation with a guarantee of digital media authenticity","","979-8-3315-2963-5","10.1109/ICUIS64676.2024.10867159","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10867159","media integrity;real-time detection;temporal modeling;image analysis;video analysis;mobilenet-lstm;deepfake detection","Deepfakes;Visualization;Analytical models;Adaptation models;Accuracy;Social networking (online);Media;Streaming media;Real-time systems;Long short term memory","","1","","19","IEEE","13 Feb 2025","12-13 Dec. 2024","12-13 Dec. 2024","IEEE","IEEE Conferences"
"Efficient Deepfake Detection Using Convolutional Neural Network","D. Samal; P. Agrawal; V. Madaan; V. Goyal","School of Computer Applications Lovely Professional University, Punjab, India; School of Computer Science & Engineering Lovely Professional University, Punjab, India; School of Computer Science & Engineering Lovely Professional University, Punjab, India; Department of Computer Science, University Punjabi University India, Punjab, India","2025 International Conference on Intelligent Control, Computing and Communications (IC3)","16 Apr 2025","2025","","","187","192","In recent times, generative AI has advanced quickly, and Generative Adversarial Network (GAN) has been used to create realistic-looking fake multimedia. It is still quite difficult to identify these Artificial Intelligence (AI) generated fake photos. Therefore, the proliferation of fake media incites fear in social groups and can harm a person's or community's reputation by influencing public attitudes and perceptions about them. The Convolution Neural Network (CNN) is a useful weapon for combating deepfakes. While the majority of approaches use image datasets with a few images and pre-trained models to demonstrate the fake detection accuracy, this paper presents an efficient CNN architecture, which is trained and tested on a balanced dataset of over 1,40,000 images namely 140k Real and Fake Faces dataset available on Kaggle, comprising 1,00,000 training images and 40,000 test and validation images combined. The proposed CNN model's learning rate is increased by applying an adam optimizer and sparse-categorical cross entropy. With a validation accuracy of 95.40%, a testing accuracy of 95.18% and an Area Under Curve (AUC) score of 0.98, the specially trained CNN model establishes a new standard for the identification and categorization of deepfake images.","","979-8-3315-2749-5","10.1109/IC363308.2025.10957581","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10957581","deepfake detection;GAN;CNN;real image;fake image;proposed model","Training;Deepfakes;Adaptation models;Accuracy;Computational modeling;Weapons;Computer architecture;Generative adversarial networks;Data models;Convolutional neural networks","","1","","18","IEEE","16 Apr 2025","13-14 Feb. 2025","13-14 Feb. 2025","IEEE","IEEE Conferences"
"Cross-Domain Deepfake Detection Based on Latent Domain Knowledge Distillation","C. Wang; L. Meng; Z. Xia; N. Ren; B. Ma","Key Laboratory of Computing Power Network and Information Security, Ministry of Education, Shandong Computer Science Center, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China; Key Laboratory of Computing Power Network and Information Security, Ministry of Education, Shandong Computer Science Center, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China; Key Laboratory of Computing Power Network and Information Security, Ministry of Education, Shandong Computer Science Center, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China; College of Information, Shenyang Institute of Engineering, Shenyang, China; Key Laboratory of Computing Power Network and Information Security, Ministry of Education, Shandong Computer Science Center, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China",IEEE Signal Processing Letters,"27 Feb 2025","2025","32","","896","900","The rapid development of deepfake technology poses challenges to face-centered data security. Existing methods primarily focus on how to transfer deepfake detectors from the source domain to the target domain to handle diverse deepfake techniques. In practical application scenarios, it is usually difficult to access the true and false labels of the source domain. In this letter, we introduce a new adaptation framework called Latent Domain Knowledge Distillation (LDKD) for cross-domain deepfake detection. In the proposed framework, we construct a knowledge distillation structure that includes a student network and a teacher network, which are jointly optimized in a coupled manner to facilitate the model's adaptation to the target domain. Furthermore, to improve the quality of pseudo-labels generated by the teacher network, we propose a Fourier Latent Domain Generation Module (FLGM) and a Stochastic Complementary Mask Module (SCMM). The former is used to generate latent domains to bridge domain differences at the image level, while the latter is employed to mine richer contextual cues for the model. Extensive cross-domain experimental results demonstrate that our method achieves state-of-the-art performance, and the model analysis proves the effectiveness of our key components.","1558-2361","","10.1109/LSP.2025.3540941","National Natural Science Foundation of China(grant numbers:62302249,62272255); Taishan Scholar(grant numbers:tsqn202306251); Shandong Lifting Engineering(grant numbers:SDAST2024QTA086); Shandong Youth Innovation Team(grant numbers:2022KJ124,2024KJH035); Natural Science Foundation of Shandong Province(grant numbers:ZR2023QF032,ZR2022LZH011); Ability Improvement Project of Science and Technology SMES in Shandong Province(grant numbers:2023TSGC0217,2022TSGC2485); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10882912","Cross-domain deepfake detection;Fourier latent domain generation;knowledge distillation;stochastic complementary mask","Deepfakes;Adaptation models;Stochastic processes;Predictive models;Data models;Context modeling;Training;Forgery;Detectors;Knowledge engineering","","1","","34","IEEE","11 Feb 2025","2025","","IEEE","IEEE Journals"
"Hybrid Deep Learning for Detecting Fake Medical Images and Heart Sounds.","P. Soundarya; R. Vijayalakshmi; P. P. Dharshini","dept of Computer Science and Engineering, Velammal College of Engineering and Technology, Madurai, India; dept of Computer Science and Engineering, Velammal College of Engineering and Technology, Madurai, India; dept of Computer Science and Engineering, Velammal College of Engineering and Technology, Madurai, India","2025 Eleventh International Conference on Bio Signals, Images, and Instrumentation (ICBSII)","29 May 2025","2025","","","1","6","The rapid development of deepfake technology has raised serious concerns in numerous fields, particularly in healthcare, where manipulating medical data could compromise patient safety and undermine the reliability of diagnostic processes. This study presents innovative methodology for identifying deepfake alterations in medical images and audio, focusing on MRI and CT scans and heart sound recordings. The proposed system integrates advanced image and audio processing techniques to detect synthetic modifications. Medical images undergo pre-processing steps such as resizing, grayscale conversion, noise injection, and data augmentation, while heart sounds are examined using feature extraction techniques like the Zero Crossing Rate. To detect manipulated regions in images, YOLOv8 is employed, followed by classification through deep-learning models like VGG-19 and ResNet-50. Important metrics are implemented to assess the system’s performance, namely accuracy 99.7, precision 86.6, recall 92.8, F1-score 89.6, error rate 0.215, and confusion matrix, ensuring comprehensive assessment of its reliability. Outcomes highlight effectiveness of this approach in identifying deepfake medical data with high accuracy 99.7, offering a vital solution for maintaining the integrity of healthcare diagnostics in the face of evolving threats from synthetic data manipulation.","2768-6450","979-8-3315-1386-3","10.1109/ICBSII65145.2025.11013282","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11013282","Medical deepfake detection;Image processing;Audio processing;Deep learning;Hybrid approach;ResNet-50;VGG-19;Yolov8","Heart;Deep learning;Deepfakes;Accuracy;Medical services;Safety;Recording;Reliability;Medical diagnostic imaging;Synthetic data","","","","17","IEEE","29 May 2025","26-28 March 2025","26-28 March 2025","IEEE","IEEE Conferences"
"Deepfake Detection Using Advanced Learning Frameworks and Benchmark Evaluation","M. B; J. N; N. P; T. J; T. Mohapatra","Artificial Intelligence & Data Science, K.S. School of Engineering and Management, Bengaluru, India; Artificial Intelligence & Data Science, K.S. School of Engineering and Management, Bengaluru, India; Artificial Intelligence & Data Science, K.S. School of Engineering and Management, Bengaluru, India; Artificial Intelligence & Data Science, K.S. School of Engineering and Management, Bengaluru, India; Artificial Intelligence & Data Science, K.S. School of Engineering and Management, Bengaluru, India","2025 IEEE International Conference on Compute, Control, Network & Photonics (ICCCNP)","14 Nov 2025","2025","","","1","6","Recent advances in generative AI have produced highly realistic fake images and videos, exacerbating misinformation and security risks. Deepfake detection methods can be categorized into traditional ML (e.g. SVMs, decision trees with handcrafted features), supervised deep learning (CNNs, RNNs/LSTMs, EfficientNet, etc.), and self-supervised learning techniques (e.g. contrastive learning with attention mechanisms). Popular benchmarks – FaceForensics++, Celeb-DF, DFDC and others – provide large video datasets for evaluation, but they embed specific artifacts and demographic biases. In practice, detectors also face challenges of overfitting, large model size, computational cost, and dependence on extensive labeled data, all of which hinder real-time deployment. Emerging solutions aim to overcome these gaps. For example, attention-based and transformer models (often lightweight) have been used to capture subtle spatiotemporal inconsistencies, improving robustness to post-processing. Multimodal fusion (combining visual, audio, or textual cues) and domain-adaptive training have also been explored to reduce bias and enhance generalization. This survey synthesizes these trends – outlining a structured taxonomy of approaches, reviewing benchmark datasets and their limits, and highlighting challenges (generalization, bias, performance) and promising directions (attention mechanisms, multimodal and domain-adaptive learning) in deepfake detection.","","979-8-3315-3539-1","10.1109/ICCCNP63914.2025.11233705","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11233705","Deepfake detection;GAN;CNN;LSTM;FaceForensics++;DFDC","Training;Surveys;Deepfakes;Visualization;Attention mechanisms;Computational modeling;Taxonomy;Benchmark testing;Transformers;Spatiotemporal phenomena","","","","20","IEEE","14 Nov 2025","18-19 Sept. 2025","18-19 Sept. 2025","IEEE","IEEE Conferences"
"AWaveFormer: Audio Wavelet Transformer Network for Generalized Audio Deepfake Detection","R. Wang; Z. Chen; B. Wang; Z. Ba; K. Ren","School of Information and Communication Engineering, Dalian University of Technology, Dalian, Liaoning, China; School of Information and Communication Engineering, Dalian University of Technology, Dalian, Liaoning, China; School of Information and Communication Engineering, Dalian University of Technology, Dalian, Liaoning, China; School of Cyber Science and Technology, Zhejiang University, Hangzhou, Zhejiang, China; School of Cyber Science and Technology, Zhejiang University, Hangzhou, Zhejiang, China","IEEE Transactions on Audio, Speech and Language Processing","2 Oct 2025","2025","33","","4020","4032","Rapid advancements in speech synthesis technology have made it easier to produce realistic synthetic speech, which poses serious threats to public privacy and security. Recent studies have investigated pre-trained models for feature extraction and adopted advanced architectures, including convolutional and graph neural networks, for deepfake detection. Although these methods improve detection performance to some extent, their generalization and robustness still face challenges. To address this issue, in this paper, we propose a forgery detection method based on the fusion of dual pre-trained features and an optimized Transformer architecture. Specifically, we use a cross-attention mechanism to fuse the audio features extracted from pre-trained Wav2vec 2.0 and WavLM, and replace the token mixer in the traditional Transformer architecture with wavelet transform and multi-scale pooling operations. By combining dual pre-trained features, we extract more comprehensive and discriminative features while optimizing the Transformer architecture, which not only reduces time complexity but also enhances detection performance. We conducted experiments on several datasets, and the results show that our model achieves impressive detection performance with EERs of 0.13%, 2.33%, 3.63%, 10.25%, 5.15%, and 0.21% on the ASVspoof 2019LA, ASVspoof 2021LA, ASVspoof 2021DF, In-the-Wild, Fake-or-Real, and ASVspoof 2015LA evaluation datasets, respectively.","2998-4173","","10.1109/TASLPRO.2025.3611229","National Natural Science Foundation of China(grant numbers:62372452); Youth Innovation Promotion Association of the Chinese Academy of Sciences; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11168216","Audio deepfake detection;multi-scale learning;Wav2Vec 2.0;WavLM;wavelet transform","Feature extraction;Deepfakes;Wavelet transforms;Transformers;Computer architecture;Speech processing;Speech synthesis;Computational efficiency;Computational modeling;Training","","","","54","IEEE","17 Sep 2025","2025","","IEEE","IEEE Journals"
"Enhancing Deepfake Detection with CBAM-Integrated CNN Models","M. I. Haider; U. Singh","Department of Computer Science and Engineering, Defence Institute of Advanced Technology, Pune, India; Department of Computer Science and Engineering, Defence Institute of Advanced Technology, Pune, India",2025 3rd International Conference on Inventive Computing and Informatics (ICICI),"15 Jul 2025","2025","","","630","635","The proliferation of deepfake content poses a growing threat to public trust, digital security, and information integrity. This paper presents a novel deepfake detection approach based on a Convolutional Neural Network enhanced with a Convolutional Block Attention Module (CBAM-CNN). Unlike traditional models that rely on broad visual cues or handcrafted features, the proposed architecture leverages attention mechanisms to selectively amplify manipulation-specific signals in both spatial and channel dimensions. We evaluate our model on a reduced version of the OpenForen-sics dataset, which includes high-resolution, diverse manipulations created through a GAN-based face-swapping pipeline with refined blending masks. The proposed CBAM-CNN achieves an AUC of 0.958 and an overall accuracy of 89%, outperforming baseline CNN architectures in precision and consistency. By reducing false positives and adapting effectively to complex facial forgeries, our approach demonstrates strong generalization and reliability across unseen test samples. This work contributes to the advancement of secure AI applications and digital media forensics by offering an interpretable, efficient, and scalable solution for deepfake detection.","","979-8-3315-3830-9","10.1109/ICICI65870.2025.11069856","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11069856","Deepfake detection;CBAM-CNN;Convolutional Neural Networks;GANs","Training;Deepfakes;Attention mechanisms;Computational modeling;Computer architecture;Media;Real-time systems;Forgery;Computational efficiency;Convolutional neural networks","","","","18","IEEE","15 Jul 2025","4-6 June 2025","4-6 June 2025","IEEE","IEEE Conferences"
"Detection of Real and Manipulated Videos using the Transfer Learning Approach of Deep-Learning Models","B. R. Reddy; D. C. Rup; M. Rohith; M. Belwal","Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Bengaluru, India; Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Bengaluru, India; Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Bengaluru, India; Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Bengaluru, India",2024 5th IEEE Global Conference for Advancement in Technology (GCAT),"20 Mar 2025","2024","","","1","7","Deepfake (manipulated images and videos) identification is critical in multimedia forensics, as it can spread misinformation, threaten privacy, and have legal implications. To address this problem, researchers and practitioners are developing deepfake detection techniques that use deep-learning models and computer vision algorithms to analyse the authenticity of images and videos. This study proposes a novel approach providing robust and scalable deepfake detection by using transfer learning in feature extraction and deep-learning models to train features extracted from the video dataset. The transfer-learning has been experimented with the ResNet, XceptionNet, and VGG16 models for feature extractions. Further, the deep-learning models Long short-term memory (LSTM) and Bidirectional long short-term memory (Bi-LSTM) have been experimented with to train the extracted features. To rigorously test the proposed approach, the data set under the experiment combined the three benchmark datasets - The Deepfake Detection Challenge (DFDC), Celeb-DF, and Face-Forensics++ datasets. The prediction rate achieved was 96 % and above on average by the proposed approach for the datasets under consideration for the experiments. The proposed approach performs better than the state-of-the-art techniques, gaining a higher accuracy of 96% and above.","","979-8-3503-7668-5","10.1109/GCAT62922.2024.10924003","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10924003","Computer Vision;XceptionNet;ResNet;VGG16;Deepfake Detection;Deep Learning;Transfer Learning","Deep learning;Deepfakes;Computer vision;Privacy;Computational modeling;Forensics;Transfer learning;Streaming media;Feature extraction;Long short term memory","","","","35","IEEE","20 Mar 2025","4-6 Oct. 2024","4-6 Oct. 2024","IEEE","IEEE Conferences"
"Deepfake Detection for Enhanced Security in Workplace Environments Using Deep Learning Techniques","M. Asaduzzaman; M. M. Hassan; T. Bhuiyan","Department of Software Engineering, Daffodil International University, Dhaka, Bangladesh; Dept. of Computer Science & Engineering, Southeast University, Bangladesh; School of IT, Washington University of Science & Technology, Virginia, USA",2025 8th International Conference on Information and Computer Technologies (ICICT),"3 Jul 2025","2025","","","173","179","Deepfake technology's widespread use poses serious risks to workplace security by eroding confidence and making it easier for nefarious actions including identity theft, data breaches, and disinformation. Even while current detection techniques make use of sophisticated deep learning models, their generalisability, computing efficiency, and resilience to hostile attacks sometimes cause them to fail in practical applications. In order to improve identification accuracy and liveness verification, this study presents a unique hybrid detection framework that combines face and speech features with feature-level fusion and multimodal biometric analysis. The suggested system is excellent at identifying subtle deepfake changes because it integrates convolutional neural networks (CNNs) for feature extraction and a Bi-LSTM-based classifier for temporal analysis. Additionally, the framework uses a multi-task learning approach that makes it possible to detect and locate deepfake artefacts simultaneously, enhancing the performance and interpretability of the model. Tested on extensive datasets, including DeepfakeTIMIT and AVSpeech, the system obtained a detection accuracy of 98.7%, exceeding state-of-the-art approaches. This strategy shows a lot of promise for implementation in work settings, offering strong defence against new threats while maintaining user privacy and operational scalability. Future research will examine real-time deployment and edge computing technologies for extensive workplace applications.","2769-4542","979-8-3315-0518-9","10.1109/ICICT64582.2025.00033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11058521","Deepfake Detection;Workplace Security;Deep Learning Techniques;Multimodal Biometrics;CNN-RNN Hybrid Model;Liveness Detection;Adversarial Resilience","Deep learning;Biometrics;Deepfakes;Accuracy;Computational modeling;Biological system modeling;Employment;Feature extraction;Real-time systems;Resilience","","","","22","IEEE","3 Jul 2025","14-16 March 2025","14-16 March 2025","IEEE","IEEE Conferences"
"Towards Deepfake Detection for Everyone: A Lightweight Deepfake Detection Algorithm (LiDD)","A. Krishnan; A. Basu","Cox School of Business, Southern Methodist University, Dallas, TX, USA; Cox School of Business, Southern Methodist University, Dallas, TX, USA",2025 IEEE Conference on Artificial Intelligence (CAI),"7 Jul 2025","2025","","","1168","1174","Modern AI technologies such as Autoencoders, Generative Adversarial Networks (GANs), and Diffusion Models have advanced Deepfake content generation remarkably over the past few years. The risks associated with malicious deepfakes have motivated significant advances in methods for detecting deepfake content, but the most effective methods require substantial computational resources and processing time. Unfortunately, while deepfake generation does not typically face time constraints, deepfake detection methods are unlikely to be broadly adopted unless they are efficient even on modest computing devices. In this paper, we propose a lightweight algorithm for deepfake detection that achieves impressive performance on various reference deepfaking techniques, even though it utilizes relatively sophisticated deep learning models with over 4 M parameters, and even on modest CPU-based laptop computers. This approach paves the way for integration into public infrastructures like web browsers and multimedia players, advancing global efforts to combat digital disinformation and strengthen the security of online platforms.","","979-8-3315-2400-5","10.1109/CAI64502.2025.00293","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11050625","Deepfake detection;Lightweight algorithm;Resource-constrained;Deep learning;Public infrastructure","Deep learning;Performance evaluation;Deepfakes;Portable computers;Public infrastructure;Vectors;Real-time systems;Multisensory integration;Time factors;Security","","","","39","IEEE","7 Jul 2025","5-7 May 2025","5-7 May 2025","IEEE","IEEE Conferences"
"SpectralFusionNet: Adaptive Frequency-Spatial Feature Fusion for Robust Deepfake Detection","X. Song; C. Wu; Z. Liu","School of Information Science and Engineering, Linyi University, Linyi, China; School of Information Science and Engineering, Linyi University, Linyi, China; School of Information Science and Engineering, Linyi University, Linyi, China",2025 IEEE 8th International Conference on Electronic Information and Communication Technology (ICEICT),"17 Sep 2025","2025","","","484","489","With the rapid advancement of Generative Adversarial Networks (GANs), deepfake technology poses significant threats to social trust and information security, while current detection methods suffer from limited generalization ability, single feature dependency, and insufficient environmental robustness. To address these challenges, this paper proposes SpectralFusion-Net (SFN), a novel deepfake detection framework that adaptively fuses frequency domain and spatial domain. SFN introduces four key innovations: (1) An end-to-end fusion architecture enabling dynamic interaction between frequency-spatial domain features, (2) a frequency domain dynamic selection network that adaptively evaluates the importance of different frequency components, (3) a dual-channel attention fusion strategy for effective integration of complex frequency spectrum components, and (4) an adaptive frequency domain mask generation mechanism for flexible adaptation to different forgery types. Extensive experiments on DFFD and FaceForensics++ datasets demonstrate that SFN achieves superior performance with 96.05% average accuracy on FF++ and maintains 90.46% accuracy under heavy compression scenarios (c40), significantly outperforming existing methods in detection accuracy, generalization ability, and environmental robustness, particularly when facing unknown forgery types and low-quality images.","2836-7782","979-8-3315-9505-0","10.1109/ICEICT66683.2025.11159858","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11159858","Deepfake detection;Frequency domain analysis;Feature fusion;Attention mechanism;Generative adversarial networks","Deepfakes;Accuracy;Image coding;Attention mechanisms;Frequency-domain analysis;Zero shot learning;Feature extraction;Generative adversarial networks;Forgery;Robustness","","","","33","IEEE","17 Sep 2025","26-28 July 2025","26-28 July 2025","IEEE","IEEE Conferences"
"Defeating Multimodal Information Manipulation By A Web 3.0 Decentralized Identity (DID)-Based Accountability Framework","X. Wang; H. Qiu; J. Shen; W. Chen; A. Choi; W. Zhao","Department of Computer Science, Florida Polytechnic University, Lakeland, FL, USA; Department of Engineering Technology, Fort Valley State University, Fort Valley, GA, USA; Department of Engineering Technology, SUNY Polytechnic Institute, Utica, NY, USA; Department of Information Systems and Technology Management, Slippery Rock University of Pennsylvania, PA, USA; Department of Electrical & Computer Engineering, Mercer University, Macon, GA, USA; Department of Electrical and Computer Engineering, Cleveland State University, Cleveland, OH, USA",2025 IEEE World AI IoT Congress (AIIoT),"12 Aug 2025","2025","","","0359","0364","Multimodal information manipulation such as deep-fake videos, AI-generated text, has become a critical threat in the digital age. While deep learning-based detection models have shown promise, they suffer from generalization failures when faced with out-of-distribution samples. This paper proposes a paradigm shift: instead of relying solely on detection, we leverage Web 3.0 Decentralized Identifiers (DIDs) to enforce accountability across the entire information dissemination chain, from content creators to Internet Service Providers (ISPs), platforms, and end-users. By binding each actor to a cryptographically verifiable identity, our framework ensures traceability, tamper-proof provenance, and economic disincentives for malicious behavior. We detail the architecture, enforcement mechanisms, and advantages over traditional methods, demonstrating how DID-based systems can mitigate manipulation proactively rather than reactively.","","979-8-3315-2508-8","10.1109/AIIoT65859.2025.11105270","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11105270","Multimodal manipulation;Deepfake detection;Generalization failure;Decentralized Identifiers (DIDs);Cryptographic verification;Tamper-proof provenance;Proactive mitigation","Semantic Web;Deepfakes;Protocols;Prevention and mitigation;Scalability;Web and internet services;Information age;Internet of Things;Interoperability;Lenses","","","","32","IEEE","12 Aug 2025","28-30 May 2025","28-30 May 2025","IEEE","IEEE Conferences"
"Teacher-Student Structure for Domain Adaptation in Ensemble Audio-Visual Video Deepfake Detection","E. Abolhasani; M. Ramezani; H. R. Rabieei","Department of Computer Engineering, Sharif University of Technology; Department of Computer Engineering, Sharif University of Technology; Department of Computer Engineering, Sharif University of Technology",IEEE Transactions on Artificial Intelligence,"","2025","PP","99","1","10","The rapid advancement of generative AI models is leading to more realistic deepfake media, encompassing the manipulation of audio, video, or both. This raises severe privacy and societal concerns. Numerous studies in this area have yielded promising intra-domain results; however, these models frequently exhibit decreased efficacy when faced with data from dissimilar domains. Consequently, recent deepfake detection approaches focus on enhancing the generalization ability through multiple techniques that incorporate all input modalities, including audio, images, and their interactions. In this regard, we propose the EAV-DFD method, a generalized deep ensemble audiovisual model (EAV-DFD) combined with a domain adaptation mechanism utilizing a teacher-student framework to enhance the model’s ability to perform and generalize effectively across unseen domains. To evaluate the model’s performance, we used the FakeAVCeleb dataset as the primary domain and the DFDC, Deepfake_TIMIT, and PolyGlotFake datasets as an unseen domain. Our experimental results demonstrate that the proposed framework is efficient in domain adaptation, improving AUC performance of the model by 4.09%, 17.94%, and 0.5% on three unseen datasets, using only a small portion of them to train the student model. This leads to a novel deepfake detection model capable of adapting to new domains and interpreting which modality has been manipulated, highlighting the potential of our approach for real-world applications.","2691-4581","","10.1109/TAI.2025.3642217","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11293372","Deepfake Detection;Ensemble Learning;Audio-Visual;Domain Adaptation;Teacher-Student","Adaptation models;Deepfakes;Visualization;Feature extraction;Videos;Data models;Transformers;Solid modeling;Training;Media","","","","","IEEE","10 Dec 2025","","","IEEE","IEEE Early Access Articles"
